metabolite,HMDB,KEGG,II_SC_1_Tcells,II_SC_2_Tcells,II_SC_3_Tcells,II_SC_4_Tcells,II_SC_6_Tfhcells,II_SC_7_Tfhcells,II_SC_8_Tfhcells,II_SC_9_Th1cells,II_SC_10_Th1cells,II_SC_11_Th1cells,II_SC_12_Th1cells,II_SC_13_Th17cells,II_SC_14_Th17cells,II_SC_15_Th17cells,II_SC_16_Th17cells,ttest_pval_TactvsTfh,ttest_tscore__TactvsTfh,padj_lim_ttest_tscore__TactvsTfh,ttest_pval_Th17vsTfh,ttest_tscore__Th17vsTfh,padj_lim_ttest_tscore__Th17vsTfh,ttest_pval_Th1vsTfh,ttest_tscore__Th1vsTfh,padj_lim_ttest_tscore__Th1vsTfh,ftest_pval,ftest_fscore,padj_lim_ftest_fscore
arachidonic_acid,HMDB01043,C00219Ê,23.41404761,23.07906643,22.84686501,23.23573207,23.65229724,23.47468975,22.37697121,22.21840225,20.59115097,21.51697706,22.05933528,23.1655171,22.39437576,23.22840461,23.02784581,0.9496980072090092,-0.0663136701633437,0.978000265701992,0.618331709173456,-0.530718248945788,0.6608287338589169,0.0350490631982999,-2.86867062605773,0.0795639317859217,0.005083058,7.565518496,0.007787345
phytanic_acid/arachidic_acid,HMDB00801,C01607,21.99259642,21.793914100000002,22.15828565,21.91532696,21.84806022,22.57437686,22.25309352,21.94980778,22.13795253,22.64859385,22.12935672,22.27492457,22.67493183,22.67801304,22.84868131,0.245184001905443,-1.3162973387568402,0.44250571239477904,0.143537764840391,1.73352530636082,0.182205081083108,0.973456830388644,-0.0349699595974247,0.9861403070060848,0.035378116,4.0922092580000005,0.049235916
C20H32O3(12),,,18.14120701,19.0157646,18.50809776,18.650186899999998,19.05106515,18.55230446,18.56631125,19.00875683,16.42927454,16.4634855,18.47519908,19.4979407,18.55998849,18.77298778,19.46445737,0.5945142029018431,-0.568122718065853,0.761821530675482,0.31574815712794896,1.1145020755598898,0.363695099506637,0.22037936737657304,-1.40008708938391,0.320270949785581,0.102726351,2.626325121,0.13147282
docosahexaenoate(DHA),HMDB02183,C06429,22.84682809,22.8355239,22.70430335,22.8052824,23.03734382,22.94429742,22.09481443,21.97728598,20.20766967,21.20438171,21.66037036,22.68660528,21.899991699999998,22.63455928,22.60261144,0.6939949944812199,0.416973994749143,0.824376056722424,0.510822631888543,-0.707565215617011,0.5552354452631241,0.0405372904536552,-2.74527109544001,0.0881615197978095,0.00457857,7.788786384,0.007084255
"clupanodonic_acid/docosa-4,7,10,13,16-pentaenoic_acid",HMDB06528,C16513,22.03069588,22.05708523,21.87048672,21.85395738,22.36206736,22.16080425,21.31590504,20.91093614,19.38858437,20.11053555,20.52065521,21.71364675,21.07472258,21.76956911,21.73490177,0.981258477132316,0.024688457791875,0.990820697845815,0.313210445262475,-1.12102861305624,0.3629780222176721,0.0147103610211231,-3.65246084456098,0.0448521791918557,0.0007220680000000001,12.51195378,0.001313235
UDP-D-glucose/UDP-D-galactose,HMDB00286,C00029,25.66685036,25.44616706,24.99295821,25.5034329,26.29143896,26.33333138,25.42654149,24.96169321,25.35850462,25.51576466,25.28532327,24.76934606,24.48712695,25.19247271,24.64038781,0.0961151279713945,-2.04613174141316,0.236944950348436,0.00957504509839583,-4.07624717803609,0.0187034986321653,0.0481179946184226,-2.60225624541685,0.0991039491809896,0.003900202,8.139539522,0.006126075
ADP-mannose/GDP-L-fucose/ADP_alpha-D-glucoside,HMDB06369,C06192,22.89007319,22.51019682,21.60473165,22.552522,22.59795815,22.56936474,21.26274105,20.62028064,20.66156924,21.19895917,21.3736168,21.01360256,20.25601482,21.59666811,20.76296463,0.637976932646097,0.500490951468944,0.796411607988864,0.0544858936720187,-2.5000631011392502,0.0806910139618944,0.0410934558077538,-2.7338110666195,0.0887504496959128,0.00559726,7.363351764,0.008533078000000001
UDP-N-acetyl-alpha-D-glucosamine/UDP-N-acetyl-alpha-D-galactosamine,HMDB00290,C00043,27.73727986,27.79827044,27.55622634,27.64024346,28.18628052,28.07273046,27.80771967,26.73774008,26.88101612,26.98937169,26.90173266,27.46909129,27.356793100000004,27.57738048,27.35456714,0.030103113186043,-2.9998882465437204,0.0995964702219083,0.00359041596097447,-5.15810908112516,0.00821043649899308,0.000155992374764792,-10.1925885255261,0.0022196644277318396,8.629999999999999e-07,52.11824116,2.82e-06
Taurodeoxycholic_acid/taurochenodeoxycholate,HMDB00896,C05463,22.24460613,22.24869139,22.22751752,22.22740623,22.20724284,21.99632177,21.72394902,21.23310404,20.62480283,20.149205,20.89828707,16.75611036,12.43772997,15.92656798,14.11363393,0.0763295362227676,2.22828259683717,0.200326616738704,0.00153423580917694,-6.25224839949582,0.0037277135676096,0.00823256283595459,-4.231987447402791,0.0312235005119741,2.16e-06,43.48257732,6.34e-06
C27H46O4(3),,,17.67277777,17.31984647,18.64131168,17.29986604,18.21401507,18.91941001,18.69906495,17.58148897,18.24764669,17.30873195,17.73823307,16.94115901,18.36692359,16.80431781,14.28306158,0.0858492838135794,-2.13508865829239,0.21531554246792894,0.105451115903076,-1.97349842860284,0.144472674210823,0.0280686563614358,-3.06104231994295,0.06928057244767097,0.113663167,2.500097829,0.143696118
Ercalcitriol,HMDB06225,,17.70203924,18.66828814,16.78979393,18.67738923,20.288196399999997,20.23732896,19.55692486,15.71530042,9.965784285,9.965784285,14.60493922,17.43673955,14.89339326,17.20024981,17.58195499,0.0150965954948987,-3.62772268390048,0.0626005493188465,0.008533921021350529,-4.19459172291294,0.0173467283505883,0.009040018566941041,-4.1350986518126,0.031991144438335,0.00111862,11.24654046,0.0019327270000000002
4alpha-5-epoxy-8alpha-hydroperoxytocopherone/7-8-epoxy-8alpha-hydroperoxytocopherone,,,17.19352393,16.75430242,17.1349892,16.48940163,17.00892314,16.4935923,16.44468659,17.16680536,17.6801867,17.20941609,16.687284400000003,17.304638399999998,17.6225705,16.90072513,17.44245873,0.37007825939160494,0.9845048164872,0.5587103818970339,0.0366319303868996,2.8309934042995,0.0578301033011461,0.116888532785453,1.89313592964499,0.192340389927386,0.10163221199999999,2.639804475,0.130609991
L-isoleucine/L-leucine,HMDB00172,C00407,30.66476515,30.58408239,30.51505236,30.47105909,30.32529455,30.6366783,30.09643863,30.14447175,29.71696738,29.57126634,29.68555817,29.95668596,29.89391933,29.85406654,30.04149075,0.201879432699294,1.46859195748436,0.3899658606800021,0.0307547696661412,-2.98127354692891,0.0508762413094144,0.0340390632476401,-2.8937147884549903,0.0795639317859217,0.00035700900000000004,14.770498199999999,0.000684513
thiosulfate,HMDB00257,C00320,23.08158711,21.95620336,21.95519718,22.21620647,20.7569623,22.8859218,20.8753109,21.81997712,23.2799871,22.77031891,22.54455257,22.23525098,22.90827518,23.59822046,21.87599466,0.28072141559590696,1.20896543895255,0.481696889639836,0.177758808747688,1.56760348127138,0.220250954265064,0.16751480595753304,1.61368806924532,0.25537796398427803,0.258700102,1.5420947440000001,0.288371798
Diphosphate,HMDB00250,C00013,26.41490349,26.58957672,26.57229583,26.47474734,25.94137924,26.54914615,25.58853395,25.66872313,24.32735007,24.72440843,24.97717538,26.14744643,26.11295915,26.11534417,26.44295261,0.0981968156289854,2.0293156076921104,0.236944950348436,0.512387693860182,0.7048233873240949,0.5552354452631241,0.0426764766364472,-2.702107380769549,0.0909067413283224,0.00047880599999999997,13.79418094,0.000891669
L-cysteate,HMDB02757,C00506,18.9121592,18.09190224,18.53489884,17.7548005,18.01024513,18.20719682,17.80155423,18.33476917,18.54769914,17.483928600000002,17.81631298,18.97203094,18.580230800000002,18.44996884,18.80367448,0.360302818513928,1.00665599253002,0.549285179205057,0.00916532267287073,4.1209616111606096,0.0185091905926156,0.901691194020528,0.129924581099065,0.9372708055240552,0.115296865,2.482454476,0.145171356
D-Glucuronate_1-phosphate,HMDB03976,C05385,19.70937564,19.85682849,18.8429455,19.40132856,17.84684129,18.3575752,18.09048791,18.39928434,18.29565886,17.41927352,18.28394094,18.81856001,17.69095217,19.24265467,18.46756295,0.00569630083449925,4.62756513493856,0.0300262637208351,0.313958482239722,1.11910003981097,0.3629780222176721,0.996834459277337,0.004169515203525999,0.9970045529634448,0.008867804,6.444519865,0.013195631999999999
dCTP,HMDB00998,C00458,19.5280948,18.64437172,16.46082683,19.14399824,19.77684836,19.87560232,17.12624918,18.52515891,17.21956266,18.47373036,19.22478987,17.00719133,10.46438646,18.380348,15.23814851,0.6814640188507091,-0.43534405815665,0.821454689389808,0.15424272109109,-1.67772722573733,0.19420844639404505,0.5577077549643821,-0.627768489556295,0.6722756271082281,0.120531576,2.427811782,0.149941281
L-glutamate,HMDB00148,C00025,30.51698778,30.57297833,30.55730167,30.47256888,30.53836497,30.58346632,30.47654747,29.95853668,30.02912351,30.03744478,30.04612972,30.0176214,30.07168557,30.02852884,30.03963752,0.942138216118312,-0.0763015288208453,0.97668328404265,1.36739723494737e-05,-16.7961991677705,0.000108029327517438,2.6768852520270305e-05,-14.650317743795199,0.000594650938128862,9.56e-10,189.2760633,1.03e-08
myo-inositol,HMDB00211,C00137,28.53776286,28.51521913,28.42663993,28.33989159,29.02154078,29.12983251,28.94866071,28.09214917,28.00607423,28.03544246,28.03955695,27.83625812,27.84935438,27.85229866,27.85164478,0.000403349452809377,-8.34863350070075,0.0043389765527802,1.35373624608894e-06,-26.7955186082397,3.50843310444716e-05,5.41809900733137e-06,-20.2599039495257,0.00018722542125334,3.61e-10,226.6722478,4.88e-09
uracil,HMDB00300,C00106,23.24885033,23.06133468,23.22352143,22.84348299,24.16804532,24.34525614,24.173324899999997,24.37834763,24.35774347,24.39423853,23.76823404,25.62941908,25.83627324,25.66776312,25.66758963,0.000229990965139463,-9.39856448582416,0.00319492702766903,5.64695400994121e-06,20.0912119584635,7.2224848585681e-05,0.982781214110408,-0.0226821049941201,0.9923537584036908,1.26e-08,117.02733909999998,7.84e-08
aspartate,HMDB00191,C00049,28.75309011,28.847098699999997,28.83888882,28.68674515,29.44282421,29.46767307,29.52011533,29.18341669,29.39483965,29.33332853,29.281414,30.60572429,30.70874081,30.563850800000004,30.56909357,3.0966504519594106e-05,-14.221157466466,0.000802548575466147,1.65442488989633e-06,25.7354251282873,3.629361476314871e-05,0.0247007577454862,-3.1741107502167005,0.0647984602877662,8.63e-12,450.86330610000005,2.22e-10
_Hypoxanthine_,HMDB00157,C00262,26.30729748,26.34673743,26.36570794,25.80413745,26.52305892,27.00978824,26.62224904,26.06726663,25.62423284,25.89057356,25.31024067,28.13749887,28.168948600000004,27.96632294,28.22695534,0.0520233233183185,-2.53795328797971,0.15160278920705406,0.000171895821818205,9.988471222363133,0.000614478167648985,0.007709421974126019,-4.30082353520284,0.0299703779244149,2.4899999999999997e-07,66.34733492,9.8e-07
_5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide_,HMDB01517,C04677,21.11853799,21.18297993,21.36475536,20.88408406,21.41374579,21.60018505,21.2404652,19.8836639,19.82743292,19.98771623,19.8201425,19.846560800000002,19.878365600000002,19.71036672,20.15364898,0.112945129682544,-1.91988634614681,0.258278936259347,0.000115291612074102,-10.853219520223801,0.00045968835070571515,1.92835199300114e-05,-15.6627103235046,0.000545197699839412,6.45e-08,85.90567105,2.87e-07
_IMP_,HMDB00175,C00130,24.05143891,23.99488424,24.30811703,23.74528384,23.78111409,24.47980027,24.47975009,22.86338849,22.91904317,23.05032653,22.88963077,25.41414093,25.57527906,25.46296013,25.52498858,0.393793472602197,-0.932688570934667,0.58318938085373,0.00152521009336409,6.26042845086801,0.0037277135676096,0.00124196481344841,-6.550718402098969,0.00821810759537138,4.1699999999999996e-08,93.33553918,2.24e-07
_GMP_,HMDB01397,C00144Ê,24.84294122,25.55991483,25.83949737,25.09095612,24.42933412,24.60059541,25.12284659,25.04823192,24.87930206,24.97865516,24.75988687,25.80042158,26.09277228,25.73833743,26.02690481,0.110756842389024,1.9351505653850505,0.256648208597617,0.0019482772619145695,5.928145366862282,0.00462529945385825,0.342141837688463,1.04917083581587,0.456678590219365,0.001101168,11.29028834,0.0019132029999999998
_GDP,HMDB01201,C00035,25.89379032,25.02132525,23.87932968,25.17125391,25.99277281,25.74181327,23.98697605,23.70343638,23.13905132,24.033675100000004,24.18826242,23.94250149,22.61045295,25.52738652,23.93960314,0.7442546337900842,-0.34482863222025795,0.8572710781804301,0.219910573138146,-1.40175440854933,0.27032485472712803,0.0560053039039483,-2.4776049175232,0.108184158472844,0.141953115,2.229710063,0.17045335399999997
_GTP,HMDB01273,C00044,25.79342483,24.51116551,23.13394705,24.71720578,26.01527489,25.11295878,23.26976469,23.50910076,22.79708355,23.45746336,24.03823922,23.11777996,21.69586723,24.59324541,22.57920023,0.7918250759776669,-0.278436569663451,0.8952090195120269,0.127268490707383,-1.82693504527165,0.165868640043484,0.127905494227261,-1.8230544594296296,0.205594052107061,0.128779655,2.3470525490000003,0.157579024
AMP,HMDB00045,C00020,27.91151788,27.92212475,28.246569399999995,27.62626369,27.08916745,27.51409554,27.44546825,27.17229165,27.20816668,27.43749923,27.04739169,28.17969649,28.54979359,28.20337199,28.44556923,0.0268393100116689,3.10045604754443,0.0923152336079962,0.00132552137220031,6.45754949406723,0.0033603662667172803,0.4042958960472999,-0.9105401816503392,0.520290324771685,3.72e-05,24.31329786,8.51e-05
ADP,HMDB01341,C00008,28.94364941,28.42197012,27.65809116,28.50348817,29.008022999999998,29.0610273,27.76521618,27.26965251,26.79621104,27.43610334,27.76786568,27.5017078,26.3217217,28.44412192,27.47096236,0.6490133340052749,-0.483737965029027,0.7977989995084609,0.118043458080229,-1.88547746570394,0.157560152201507,0.029185879245395,-3.02686764107919,0.0709125659790458,0.047716040999999994,3.653929562,0.063964176
ATP,HMDB00538,C00002,29.00724908,28.31884159,27.15463967,28.40908454,29.35713375,28.76117959,27.38545541,27.2213123,26.38703789,27.19060122,27.79675428,26.89437132,25.36891822,27.814796100000002,26.41670267,0.694490440068408,-0.416251071671637,0.824376056722424,0.0600281991627894,-2.4212037929812498,0.0884775826522631,0.0727831257330745,-2.2662125367128905,0.134735429184442,0.038697602000000005,3.958459392,0.05325201
_CMP_,HMDB00095,C00055,23.35769289,23.91220434,24.00213132,23.67999729,23.75301745,23.56907639,23.759433899999998,23.256564100000002,23.28999544,23.37700075,23.27193283,23.84595761,24.00130388,23.82516713,23.95629551,0.8138834912047229,0.24815570308374,0.907232135357236,0.0322361445484666,2.9405491083878195,0.0527072435488017,0.00132581123373304,-6.45723845868132,0.0085901519518953,0.0020611089999999998,9.638930022,0.003356047
_CDP,HMDB01546,C00112,24.33701828,23.41703055,22.23569569,23.7357139,25.263749899999997,24.92170791,23.16095175,22.50669809,21.82793434,22.52899121,23.13372773,22.79834955,21.19231257,24.26145066,22.81122366,0.235753928550554,-1.34717670655789,0.4338430282794221,0.127032579235761,-1.82837724153446,0.165868640043484,0.0270036969548118,-3.0950695546326696,0.0682776402678574,0.099421595,2.667559364,0.128522713
_CTP,HMDB00082,C00063,24.55447541,23.58915987,22.11288135,23.75754981,25.2454158,24.60568637,22.80398303,22.78217145,21.96886375,22.71360306,23.33635096,22.69946727,21.06380867,23.68243076,22.27553904,0.4429145615250609,-0.8327834405441421,0.62897912618399,0.0997680405533121,-2.01686853727317,0.138859909436662,0.0809805043131435,-2.18129605306438,0.14148840922127898,0.132600293,2.311643771,0.160461833
_UMP,HMDB00288,C00105,25.95201855,26.35153289,26.40768747,26.03129319,25.80305985,26.04769413,26.47450559,26.19952401,25.83353099,26.15645964,26.21605026,26.61118386,26.68708966,26.50715176,26.67079563,0.7309069403159499,0.363767502758781,0.8481793225308231,0.0306245841799351,2.98495684365201,0.0508762413094144,0.972749445310826,-0.0359023960231581,0.9861403070060848,0.018224505,5.148762968,0.026239912
_UDP,HMDB00295,C00015,26.28019163,25.51498428,24.63195438,25.69541964,27.06093391,26.83272237,25.25920923,24.78316252,24.22185267,24.87405544,25.39049753,25.12715772,23.56944219,26.402712599999997,25.09804055,0.228623049667718,-1.3713013258568898,0.4257590924949721,0.17014348883055602,-1.60160309400835,0.21250853424218105,0.0363183978488941,-2.83831094908511,0.0812591491439285,0.145734527,2.198332582,0.174320915
_UTP,HMDB00285,C00075,26.3456658,25.45678691,24.24898125,25.57134174,27.03464949,26.37332955,24.81671961,24.91456134,24.09581185,24.88725408,25.44132497,24.69444537,23.09050824,25.38128907,24.172311699999998,0.414173300596478,-0.8901213914115942,0.607584417384456,0.0796860892451845,-2.19407828637308,0.113161523996586,0.110600116827485,-1.93625575138468,0.184928152329826,0.113340107,2.503621522,0.143696118
_dUDP,HMDB01000,C01346,20.6348063,20.2348474,19.29929479,20.13360893,20.42525254,20.81099965,19.16552162,18.56438753,18.48003431,18.72668038,18.95952595,17.56460366,16.60999242,17.95430005,16.48626443,0.917008272922601,-0.109575153994513,0.9633904522965028,0.00406732096446765,-5.01069604106264,0.00898027350004617,0.0204703163752924,-3.3436600500137503,0.0568416820778209,9.159999999999999e-05,20.04044289,0.00019783099999999998
_guanosine_,HMDB00133,C00387Ê,23.07219505,22.88167157,23.00671774,22.5169426,24.05326915,24.13329138,24.13618145,22.60242464,23.27647269,22.60744532,22.16889349,24.8080071,25.01155655,24.85269821,25.12298232,0.000404599099776932,-8.34315487585716,0.0043389765527802,0.00022283299694041,9.46104980544228,0.000761550132400743,0.00314433554692275,-5.31837977087688,0.0160454689503845,5.420000000000001e-07,57.06987778,1.92e-06
_cytidine_,HMDB00089,C00475,24.81374828,24.52127452,24.77787407,23.97372866,25.00393009,25.13117853,25.23326063,24.73682157,24.94744668,24.89785384,24.32168285,25.89209905,26.17600971,25.88980542,25.95013705,0.0514755341397711,-2.54664820129382,0.15160278920705406,0.00032166682515671,8.75818797380742,0.00104206648566393,0.0750352270040929,-2.24190299901734,0.136210313447499,4.35e-05,23.52728663,9.87e-05
_uridine_,HMDB00296,C00299,25.50443601,25.40387832,25.71237134,24.94722487,25.20717569,25.41709498,25.50196121,24.43719861,24.51997889,24.37335081,24.01278137,25.43028258,25.72234351,25.49215019,25.65087612,0.938646836103355,0.0809172859548181,0.97631828103058,0.12746818318454198,1.82571639975994,0.165868640043484,0.000996162812985767,-6.87458444051557,0.00704105988269485,3.66e-05,24.39894321,8.43e-05
_Thymidine_,HMDB00273,C00214,20.86407696,20.79031605,20.7251409,20.52963081,19.98585696,20.05373105,19.92918241,19.2649758,19.33255344,19.38987275,19.15648819,17.99596024,18.79807125,18.03491973,18.17395565,0.000441349193350708,8.1904727202055,0.00457531997106901,0.000551129910393175,-7.81147017159531,0.00159767471448993,0.000130694132026333,-10.574554851925699,0.00203229375300948,4.1699999999999996e-08,93.33491923,2.24e-07
_Deoxyinosine_,HMDB00071,C05512,18.94718432,19.00325539,18.84591875,18.55823317,18.44103057,18.90882869,18.69547826,18.32125625,17.86950909,18.18362828,17.79260151,17.25102416,17.38921954,17.29173224,16.95502251,0.379598740895951,0.9633883638350592,0.570315016515172,0.00025118261848239705,-9.22634645564473,0.000840821161399126,0.0187801547841142,-3.4228517042428703,0.052618271512248,2.09e-06,43.78665475,6.19e-06
_Deoxyuridine_,HMDB00012,C00526,21.06286399,21.02503919,21.05807873,20.84414405,20.99174508,20.98070727,21.16925289,20.51340257,21.20744477,21.24936002,20.9125441,19.10443037,19.24564461,19.17744179,19.04774978,0.560785783556173,-0.622687068392666,0.7396339749878491,1.46705067320919e-06,-26.3655982795569,3.5096366105235196e-05,0.727146018769879,-0.36913115774490507,0.8047772663253822,5.75e-08,87.79952663,2.7e-07
alpha-D-glucose,HMDB03345,C00267,24.64161389,24.61528624,24.618041199999997,24.54541849,24.25013587,24.75778086,23.88588387,23.76660961,23.00621618,22.2559443,23.10701279,19.93029398,19.88320743,20.01117523,19.57213242,0.208774440275648,1.4423858593748602,0.398336508746788,8.43189450901899e-06,-18.526064514539,8.19474747595283e-05,0.0304452359655378,-2.9900598634576703,0.07283437219447901,1.01e-08,121.8752047,6.41e-08
G6P/F6P,HMDB01401,C00092,27.27386783,27.34964768,27.24880585,26.48863639,27.03637297,26.50990573,27.18754391,26.15884001,26.23212453,26.25794965,26.09213173,23.56885389,23.59918693,23.5543984,23.55549196,0.5693675005822779,0.6086132228273531,0.7471446948569141,6.71712439496461e-06,-19.3984375906785,7.540439625892969e-05,0.00943565659465165,-4.09120727853866,0.0326054355659629,3.5100000000000005e-09,148.61324140000002,2.73e-08
"beta-D-Fructose_1,6-bisphosphate",HMDB60444,C05378,25.06750852,25.09695738,23.6933109,25.78901114,23.63945884,25.35205589,23.57962617,23.14966566,22.53122276,23.4951516,24.17893455,21.94978219,21.32529854,22.26103532,22.25061506,0.35717883075894,1.01383979899393,0.5472050067292129,0.00962237871751269,-4.07122405014125,0.0187034986321653,0.23686255052086894,-1.3434874818977702,0.336366453022786,0.00119661,11.06044119,0.002056054
Dihydroxyacetone_phosphate,HMDB01473,C00111,22.76916451,22.75260711,22.68082956,22.6111974,23.38007172,23.1255931,22.79662364,22.93537306,22.95383957,23.07376853,22.96869763,19.77038847,19.32220301,19.44959691,19.67015098,0.0432611710321219,-2.6907244416246403,0.131904158735195,7.273735973530188e-06,-19.08850901895,7.540439625892969e-05,0.456227830093205,-0.8071796031130349,0.576035957083972,2.2199999999999998e-11,378.9669855,4.93e-10
D-Glycerate_3-phosphate/D-Glycerate_2-phosphate,HMDB00807,C00197,25.22925273,25.25094428,24.02397809,25.55346103,24.57546382,25.19720218,24.623649800000003,23.89938917,23.4293135,24.08331397,24.27388904,23.12960293,23.150527,23.6791044,23.71790915,0.6402022572257751,0.497100176412592,0.796411607988864,0.0028593958669407803,-5.435395044315232,0.00663635906431778,0.0232094380562993,-3.22986027706412,0.0616934635513598,0.0016707820000000002,10.17135665,0.0027936190000000002
Phosphoenolpyruvate,HMDB00263,C00074,23.36455436,22.85229371,22.15317174,23.52934566,23.85769872,23.74350549,22.34473133,22.23603536,22.24788601,22.64026681,22.35909065,21.07566196,21.88418792,22.46393637,21.60243343,0.5612656530454421,-0.621896480873825,0.7396339749878491,0.0325801107070156,-2.93139190053266,0.0527072435488017,0.0753317489163018,-2.23876055912067,0.136210313447499,0.018675575,5.107608128,0.026765455
pyruvate,HMDB00243,C00022,23.76305106,23.58258202,23.61734388,23.20292168,25.17621694,23.90402399,23.786299800000002,23.79893571,24.46534216,24.31165212,23.74773626,22.5374805,22.12878408,22.00081372,22.40232775,0.119366649527368,-1.87679748936027,0.267072143906558,0.00390897195821995,-5.05729670742437,0.0087459732302619,0.648600970181839,-0.484361101988832,0.7434852254579329,0.000162899,17.64993866,0.00032684900000000004
lactate,HMDB00190,C00186,33.43898098,33.56072315,33.32084394,33.25354472,33.00864842,33.1292483,32.93858833,32.71442571,32.70095506,32.574115,32.49522273,28.55983846,28.879867200000003,28.6403793,28.60499338,0.0105903051971886,3.9743360136696295,0.0470512130903667,1.01134382067676e-07,-45.10494065802961,1.0484264274349e-05,0.00345572000489188,-5.20393174959502,0.0167926393987715,3.51e-14,1233.123174,2.65e-12
citrate/isocitrate,HMDB00094,C00158,29.39783207,29.44466611,28.95734831,29.35289578,29.31717011,29.65331403,28.81726052,29.0168473,28.69525896,29.01801193,28.96474068,29.10312863,28.66465248,29.16244951,29.0417387,0.9200223933506791,0.105577463489044,0.9633904522965028,0.31724445945906105,-1.11067514280442,0.364070209932723,0.188719575811589,-1.5210909799859802,0.282172058064443,0.17707974,1.969605464,0.20781811
cis-aconitate,HMDB00072,C00417,21.45074423,21.47734869,21.12252283,21.08918182,20.3731723,21.16002244,21.25739143,21.40034061,21.44443434,21.5983247,21.31213703,21.15172475,20.92594768,21.23279105,20.7740058,0.237445513109756,1.34155397398374,0.434385615159613,0.7455191877964009,0.34304198577552697,0.7780418369284591,0.0922148914581535,2.0786935351636298,0.159151988135663,0.086851754,2.84032621,0.11349115800000001
2-oxoglutarate(2-),HMDB00208,C00026,24.59474105,24.50247013,24.5492798,24.15781306,23.17421315,23.51438662,23.82015323,23.71340201,24.26921987,24.03987413,23.60670277,23.25490286,22.91478356,22.30858111,23.17655131,0.00467850725675139,4.8488596175809,0.025526592225433,0.104831263352386,-1.97810884410164,0.144472674210823,0.14999075561670094,1.69941037285188,0.234407663300472,0.000257865,15.91492663,0.000504377
succinate(2-),HMDB00254,C00042,28.70247633,28.66558353,28.60492297,28.56504597,27.95641841,28.04972512,27.81910998,27.32749096,26.76432238,26.42545797,26.55737192,26.47227678,26.60787743,26.43502649,26.6326914,0.000143106342989019,10.377082662015,0.00234242487734657,1.1395262494320402e-05,-17.429162119683,0.000101255046735247,0.00467779095290189,-4.84903456986712,0.0204900420613026,1.0699999999999999e-07,78.02475655,4.56e-07
fumarate,HMDB00134,C00122,27.3484684,27.376607699999997,27.27570536,27.26167938,26.53741776,26.60219385,26.46394202,26.03704049,26.0604975,26.086584100000003,26.12729614,26.13901716,26.17853922,26.06237873,26.175079500000002,1.4287896804413199e-05,16.6470750955638,0.000689620758394027,0.00035766469790302204,-8.564018928323621,0.00113503796987592,9.58335946245499e-05,-11.276502548401801,0.00175319105460206,9.259999999999999e-12,445.0747765,2.22e-10
malate(2-),HMDB00156,C00149,30.05178181,30.11510379,29.95153787,30.0257571,29.16798823,29.29450364,28.99319639,28.53820901,28.53270205,28.58436976,28.67201658,28.11927703,27.946761699999996,28.03482837,28.19387495,0.00012863176058692,10.6095310345663,0.0022814705568405197,0.000100518100485512,-11.1657690523462,0.000428234647273893,0.000969086306386539,-6.91597370743284,0.00704105988269485,9.150000000000001e-11,292.0892662,1.6699999999999998e-09
acetoacetate,HMDB00060,C00164,22.79019694,22.75326159,22.6986387,22.653442000000002,22.73186927,22.58044313,23.00971604,23.08892961,22.90731375,22.91032126,22.96268259,23.232565100000002,23.14269313,23.05694897,23.10456579,0.6705646920183921,-0.4514612339206029,0.8114615533763421,0.0251093723760144,3.1594959562378104,0.0429066747743981,0.158146944310623,1.65833712044436,0.245603924334699,0.0015306229999999998,10.39957289,0.002573101
2-Hydroxyglutarate,HMDB00694,C02630,25.23850103,25.18268445,25.31772907,25.2436625,25.70439792,25.76786041,25.58376113,24.86426089,24.99094969,24.95253223,24.95997036,24.36419107,24.41178067,24.44842647,24.32469256,0.000529943960837228,-7.87721384903067,0.00499432035819327,2.62930602047023e-06,-23.4426412118635,4.16169815611491e-05,4.13536032833048e-05,-13.4043939493033,0.000857398041407187,1.6899999999999999e-10,260.9158853,2.6300000000000002e-09
dUMP,HMDB01409,C00365,14.90810496,15.81347601,15.85922948,17.15176948,15.76335853,14.56687329,14.428829,15.54094262,16.19024286,16.90210964,16.55903354,15.87431112,13.499870800000002,15.46772809,16.08944398,0.180262405280782,1.55673741334043,0.354820304065336,0.706390713259501,0.39896139143602505,0.74304961476521,0.0385323527830184,2.78807663840285,0.0855968693965624,0.209201529,1.778915195,0.24096916899999998
dTTP,HMDB01342,C00459,20.80461567,20.28390937,18.95498062,20.31102986,20.36590416,19.95716502,18.58868053,19.53900103,18.68502921,19.50394485,20.22335994,18.85590458,16.42827609,18.89822057,18.21933269,0.518166442575411,0.6947492800565679,0.7006511462650129,0.119440454503018,-1.8763162571714,0.15874351004460902,0.808189401445437,-0.2559452398485,0.8757731841447071,0.04867613900000001,3.6255327680000002,0.064971155
2-aminoacrylic_acid,HMDB03609,C02218,25.12808431,25.17546271,25.16174565,25.10649078,25.50438642,25.56356395,25.57544114,25.41871007,25.5407649,25.61656463,25.53588179,26.67881894,26.79993276,26.72211264,26.74955763,2.0386251311106505e-05,-15.4864385067376,0.000713221635244958,4.2619147462306206e-07,33.8008001087617,1.6301272336601094e-05,0.717249244069737,-0.38330549757474897,0.7966589818060291,1.49e-12,621.6146555,5.79e-11
