GeneSymbol,mArray_stat,mArray_padj,mArray_log2FC_TCvsB6,RNAseq_log2FoldChange,RNAseq_stat,RNAseq_pvalue,RNAseq_padj,stat_annot
Polg,1.44945,0.204657,0.0558813,0.414774876,6.890882808,5.54E-12,1.73E-10,
Tsr2,-1.46501,0.204742,-0.0698692,-0.177707274,-1.95738939,0.050301705,0.11485568,
Nfatc2ip,-1.42247,0.204745,-0.0780932,0.100985318,1.084834814,0.277994823,0.434457378,
Lsm14a,-1.42317,0.204778,-0.0978305,0.055696653,0.952090202,0.341051237,0.501612711,
Cdk20,1.43481,0.204784,0.0708895,-0.050749346,-0.23246217,0.816179066,0.888298888,
Apeh,-1.43379,0.204798,-0.0726004,-0.006484976,-0.097863098,0.922041003,0.956252192,
Gpr180,-1.51376,0.204821,-0.0778702,0.001143691,0.010339815,0.991750169,0.995881939,
Canx,-1.47412,0.20488,-0.103963,-0.111520369,-1.857304315,0.063267871,0.138136878,
Ptrhd1,1.50924,0.204882,0.179057,-0.314399574,-1.649550174,0.099034973,0.198294317,
B230325K18Rik,-1.42197,0.204883,-0.144881,0.428875053,1.034398167,0.300950061,0.459279606,
Ep400,1.75388,0.204896,0.114252,0.257351203,3.155103023,0.001604414,0.00640799,
Ddx11,-1.49288,0.204905,-0.0844283,0.409582855,3.827984567,0.000129197,0.000716869,
1700015F17Rik,1.58202,0.204917,0.130982,-1.245725651,-0.327705353,0.743134456,,
Zfp580,1.50719,0.204925,0.15151,-0.607712928,-2.072795495,0.038191316,0.092149282,
Gm17552,-1.42266,0.204949,-0.134445,-0.905225494,-0.907386116,0.364202649,0.525747345,
Gm16251,1.45746,0.204959,0.162072,3.045698282,2.050524599,0.040313266,0.096262899,
Acvr1c,1.56246,0.204971,0.109,0.429297491,0.118094032,0.905993152,,
Gm12038,-1.72929,0.205015,-0.0595318,-1.245725651,-0.327705353,0.743134456,,
Sez6,1.45043,0.205044,0.126553,4.016774996,1.726153948,0.084319721,,
Cacna1b,1.45862,0.205055,0.0852629,0.147125226,0.233730379,0.815194302,0.887679578,
Ndufv2,-1.49868,0.205073,-0.076056,-0.21616019,-2.755300605,0.005863823,0.01945801,
Cachd1,1.43633,0.205195,0.0835013,1.287149343,1.224605888,0.220723748,0.366330036,
Ctcf,-1.42487,0.205379,-0.0657949,0.06817251,1.322506505,0.185999545,0.323163036,
Rpl30-ps10,-1.43043,0.205396,-0.0824585,-0.993861397,-0.45532227,0.648877407,,
Gpr141,-1.56479,0.205458,-0.149669,-3.813860359,-1.677329946,0.09347798,0.189441382,
Gpam,-1.4606,0.205488,-0.0502602,0.000580823,0.004849278,0.996130851,0.998012947,
Loxhd1,1.42906,0.205573,0.109127,0.068689866,0.098539604,0.921503826,0.956123327,
Prox1,-1.43512,0.205587,-0.169816,-2.878713864,-4.203071009,2.63E-05,0.000178022,
Steap4,1.43983,0.205829,0.0954554,0.429297491,0.118094032,0.905993152,,
B930082K07Rik,1.63801,0.205859,0.237461,-1.251698034,-0.331334749,0.740391646,,
Gm10874,-1.75733,0.205903,-0.170549,0.977735122,2.198302275,0.027927572,0.071691435,
Atp5l,1.43023,0.205976,0.130642,0.730467114,1.673517458,0.094225473,0.19051078,
Atp5l,-0.888848,0.408424,-0.0389981,0.730467114,1.673517458,0.094225473,0.19051078,
Atp5l,0.587231,0.587162,0.0444851,0.730467114,1.673517458,0.094225473,0.19051078,
Eng,1.56231,0.206092,0.102228,-1.385371517,-2.618821755,0.008823404,0.027430664,
Kcnt1,1.4612,0.206105,0.0743206,1.056482927,2.306502406,0.021082576,0.0566523,
Dusp8,1.43524,0.206157,0.114799,0.032090589,0.02479793,0.980216142,0.989044678,
Sepsecs,-1.41978,0.206258,-0.0685874,0.175932427,1.943013743,0.052014498,0.11802092,
Lix1,1.43115,0.206263,0.116531,-1.245725651,-0.327705353,0.743134456,,
Ece2,1.42531,0.206264,0.0731501,-0.469603019,-1.938592803,0.052550941,0.118842584,
Gm25033,-1.43373,0.206278,-0.15526,1.237329758,2.268006733,0.023328796,0.06193658,
Ephb3,1.59243,0.206335,0.0876737,0.560147214,0.238369744,0.811594332,,
Clns1a,-1.50453,0.206343,-0.0742835,-0.416979006,-5.157474751,2.50E-07,2.87E-06,
Lrp11,1.4889,0.20639,0.10352,0.076913837,0.175293721,0.860848845,0.917451993,
Deptor,1.46756,0.206408,0.0517874,1.335858377,2.555384915,0.010607043,0.031945634,
Rhob,1.49248,0.206581,0.329098,2.345946893,7.678874104,1.60E-14,7.81E-13,
Mapt,1.41705,0.206587,0.100415,2.098355617,1.859539814,0.062950661,0.137614608,
Git1,1.56231,0.206615,0.221402,0.133922301,2.141057403,0.032269409,0.080663382,
Gm13152,1.50642,0.206629,0.0557641,-0.207132284,-0.331623513,0.740173563,0.838173961,
Syngr1,1.5056,0.206659,0.151601,-0.487559837,-0.524750138,0.599756898,0.736353533,
Nespas,1.46446,0.206663,0.0884744,0.839421476,1.025758042,0.305005648,0.463668748,
Mxd1,1.44017,0.206674,0.0777315,0.030375874,0.287883809,0.773435681,0.861068991,
Tmem129,-1.45967,0.206682,-0.0482717,-0.44884623,-4.922565685,8.54E-07,8.56E-06,
Smim8,-1.42931,0.206689,-0.106933,-0.451418388,-3.12623671,0.00177059,0.006978826,
Kcnip2,1.53197,0.206695,0.0831909,0.12569972,0.766640268,0.443295427,0.601650341,
Nkrf,-1.49396,0.206698,-0.0772146,0.051420525,0.45729322,0.647460302,0.773146323,
1700105P06Rik,1.62025,0.206841,0.19586,-1.300997906,-0.586385143,0.557616726,,
Stoml2,-1.42757,0.206864,-0.0825342,-0.188961739,-1.778056256,0.075394616,0.159449289,
Slc9b2,1.41481,0.206906,0.134448,0.55512349,4.36596633,1.27E-05,9.41E-05,
Whrn,1.4264,0.206923,0.10004,0.714355457,4.943523514,7.67E-07,7.78E-06,
Tfdp2,1.43338,0.206936,0.126782,0.015367663,0.13854291,0.88981136,0.935439792,
Gm11836,-1.46504,0.206998,-0.0965185,-0.375287146,-0.176653493,0.859780574,,
Rab39b,1.46317,0.207125,0.131219,-0.09965589,-0.762085135,0.446009194,0.604045144,
Atp8b1,1.41469,0.207159,0.0897616,2.657452516,0.86870099,0.3850107,,
A230028O05Rik,1.59297,0.20718,0.212596,-0.015786789,-0.014296616,0.98859334,0.994001277,
Gm7353,1.76912,0.207307,0.251549,0.31334521,0.825236335,0.409237428,0.569268014,
Fancd2os,1.43108,0.207537,0.106072,-2.253947841,-0.978658261,0.327748862,,
Gm9833,-1.43194,0.207612,-0.0559625,1.048753106,2.184862828,0.028898906,0.073720942,
Rcl1,-1.44063,0.207637,0.174037,-0.479474472,-4.768713246,1.85E-06,1.71E-05,
Angel1,1.55685,0.207654,0.199903,0.17126833,1.657558147,0.097406683,0.195748549,
Wnt1,1.43298,0.207696,0.136536,-1.767031488,-1.075836781,0.282000259,0.439035048,
Slc27a5,1.42005,0.207834,0.0899462,0.796735374,1.611969941,0.106968481,0.210574755,
Snord42a,-1.57242,0.207848,-0.504396,0.322116608,0.45173752,0.651458086,0.776027737,
2810002D19Rik,-1.42587,0.20789,-0.10764,-1.501813993,-7.588587309,3.23E-14,1.48E-12,
Gjb2,1.46326,0.20803,0.145706,-0.508784919,-2.638908389,0.008317345,0.026107405,
Gm15538,1.47339,0.208058,0.118721,0.244301091,0.4312514,0.666285584,0.785946246,
Serpinb6b,-1.43721,0.208115,-0.115693,-0.337181801,-3.188256585,0.001431335,0.00579676,
Parp4,1.41051,0.208164,0.0745141,0.357866084,4.946845202,7.54E-07,7.66E-06,
Zzz3,-1.6591,0.208229,-0.0999191,0.178498134,2.733811635,0.006260585,0.020500902,
Islr2,1.47129,0.208307,0.115751,-0.284901191,-0.100719721,0.919772956,,
E130218I03Rik,1.43705,0.208334,0.0799988,-1.831787559,-0.648303513,0.516788662,,
Rab44,1.51843,0.208414,0.0737965,-3.223174066,-1.061829024,0.288313311,,
D630036G22Rik,1.44001,0.208432,0.194362,-0.292867924,-0.200586467,0.841021941,0.905208189,
Ahi1,1.4563,0.208558,0.145912,-0.013350056,-0.10220683,0.918592506,0.954222907,
Serpind1,1.49354,0.208764,0.130183,0.314075831,0.422506863,0.672655092,0.790003485,
Myeov2,-1.41724,0.208798,-0.113645,-0.384842422,-3.073040559,0.002118897,0.00815765,
Gm16759,1.44069,0.208823,0.111055,0.133313614,0.068192909,0.945632072,,
C430014B12Rik,1.43451,0.208909,0.144616,-1.39130595,-0.872637864,0.382860496,,
Hsph1,1.48864,0.208912,0.276723,0.633650838,1.737723506,0.082259545,0.17130316,
Celsr3,1.40784,0.209101,0.0725748,-3.065018057,-1.376466054,0.16867739,,
Gm9823,1.49352,0.209131,0.099409,2.026866682,0.537149833,0.591164121,,
Gm7160,1.62861,0.209166,0.178748,-0.128488383,-0.346587189,0.728901472,0.830256667,
Gba,-1.40882,0.209201,-0.129187,-0.186438113,-2.910299583,0.003610825,0.012856087,
Zcchc11,1.59533,0.209263,0.134041,0.344485583,4.041712288,5.31E-05,0.000328962,
Nus1,-1.43711,0.209323,-0.108406,-0.067544602,-0.835150185,0.403633153,0.564400184,
Glipr1,-1.4413,0.209353,-0.0663317,-0.355273424,-4.765001095,1.89E-06,1.74E-05,
Rps13,-1.44519,0.209357,-0.0451682,-0.45947097,-4.403747285,1.06E-05,8.05E-05,
Rps13,-0.542461,0.60705,-0.0422547,-0.45947097,-4.403747285,1.06E-05,8.05E-05,
Ppp2r1b,-1.4831,0.209406,-0.114227,-0.211609221,-3.18380108,0.001453549,0.005877746,
Zscan25,1.72981,0.209529,0.15774,0.069955665,0.683468497,0.49431085,0.649178321,
Mrps16,-1.4224,0.209537,-0.0899679,-0.578545021,-5.38351336,7.30E-08,9.80E-07,
Zfp628,1.52124,0.209551,0.190107,0.227752074,2.429003885,0.01514037,0.043140428,
Gm8181,-1.40499,0.209659,-0.0792082,-0.19649812,-0.247903523,0.804209054,0.880820659,
Gm16702,1.61933,0.209693,0.0932901,0.271283752,2.022695938,0.043104506,0.10146589,
Kif5a,1.40767,0.209708,0.107957,-0.131663878,-0.27932754,0.779993473,0.866187517,
Mettl14,1.41695,0.209775,0.0710904,0.185317696,2.320759181,0.020299845,0.054900693,
Psip1,1.43008,0.209776,0.0653548,0.119101445,2.354245624,0.018560342,0.050906539,
1110020A21Rik,1.46551,0.209846,0.156548,-0.163965934,-0.271302562,0.786158336,0.869477832,
Rhbdf1,1.45673,0.209882,0.0802635,0.625868523,2.674883463,0.007475523,0.023889237,
Gm20746,-1.47639,0.209914,-0.0817012,7.611407516,7.028580534,2.09E-12,7.02E-11,
Rab3gap1,-1.41213,0.209987,-0.0797964,0.091973199,1.48922274,0.136428725,0.254104689,
Snord35a,1.40425,0.210062,0.167116,0.285884345,0.567997656,0.57003656,0.712309031,
Trpv3,1.4051,0.210116,0.099224,-0.173876118,-0.115502041,0.908047203,0.94735145,
Clec12a,1.40497,0.210142,0.095069,-3.278295158,-2.030613564,0.042294211,0.100015043,
Ctnnbip1,-1.42035,0.210148,-0.115594,-0.690098453,-3.535203474,0.000407461,0.001955912,
Gm15425,1.40504,0.210327,0.124268,-1.627057339,-0.759697701,0.447435303,,
Cntn4,1.47014,0.210332,0.105954,-0.744036082,-0.373060376,0.709103509,,
Il10,1.62784,0.210352,0.328974,2.294127479,7.573619072,3.63E-14,1.65E-12,
AW554918,-1.40266,0.210404,-0.0779449,0.108675418,0.933317175,0.35065623,0.511061778,
Gm10343,-1.40325,0.210578,-0.067256,0.234022947,0.608454736,0.542885918,0.691393418,
Rnf214,1.41545,0.210588,0.0811174,0.32322055,3.12047619,0.001805589,0.007088674,
Elavl3,1.40101,0.210814,0.0980156,0.207045185,0.112060535,0.910775409,,
Fmnl1,1.55234,0.210938,0.212178,0.226629881,2.753565283,0.005895001,0.019537016,
Gm2976,-1.44307,0.210958,-0.0924121,0.429297658,0.118719759,0.905497382,,
Dhx37,1.56051,0.210973,0.0967086,0.179102094,2.20336776,0.027568839,0.070988198,
Fam131b,1.63034,0.211047,0.151461,0.618684541,0.602614521,0.546765158,0.694447532,
Zfp367,1.4011,0.211118,0.0877862,0.078083979,0.651593816,0.514663238,0.666552372,
Camsap2,1.39966,0.211138,0.115103,0.386275793,3.075879415,0.002098827,0.008090546,
Trim6,1.4266,0.211186,0.12133,-0.179790466,-0.173988853,0.861874223,0.917901529,
Snta1,1.43019,0.211215,0.124931,-0.309535932,-0.09507177,0.924257821,,
Tnfsf15,-1.58165,0.211296,-0.119571,0.207013844,0.576008983,0.564609109,0.708008964,
Gng12,1.43084,0.211296,0.0825342,0.563837561,2.211169531,0.027024099,0.069743571,
Nfkbiz,1.56583,0.211541,0.146833,1.229874066,12.53525506,4.79E-36,1.52E-33,
Skida1,1.50321,0.211645,0.10084,-0.619480261,-1.420378996,0.155497374,0.281001048,
Fam167b,1.48835,0.211722,0.206728,-0.30547139,-0.14708159,0.883067621,,
Trappc13,-1.46515,0.211735,-0.108558,0.015923663,0.214337373,0.830283976,0.897720213,
Atad5,-1.45948,0.211741,-0.101839,0.059676284,0.394896182,0.692919508,0.804243655,
Kndc1,1.39812,0.211773,0.0839852,0.254760854,0.341716196,0.732564482,0.832818966,
Gm14016,1.69556,0.211787,0.193506,-1.27350447,-0.339190485,0.734466236,,
Dmap1,-1.47579,0.211855,-0.0625917,-0.00071094,-0.00711255,0.994325054,0.997533332,
Aipl1,1.41727,0.21193,0.115817,-0.965788365,-1.29332449,0.195898854,0.335525298,
Pdzk1ip1,-1.51011,0.211944,-0.13923,-1.289298006,-7.352499656,1.95E-13,7.80E-12,
Tifab,1.40624,0.212053,0.0714584,-3.518012849,-1.974026944,0.048378679,0.111311546,
Fam92a,1.41161,0.212058,0.0611938,0.098544212,0.913587805,0.360933477,0.522117827,
Lin7a,1.43231,0.212142,0.123179,1.432742333,0.454070893,0.649777802,,
Nifk,-1.46358,0.2122,-0.114701,-0.428087777,-4.647399383,3.36E-06,2.89E-05,
Med30,-1.41134,0.212207,-0.123626,0.016038134,0.149939035,0.880812715,0.929360527,
Kif13a,1.39795,0.212273,0.0868814,0.261075385,2.282610249,0.022453337,0.059930819,
Rad21,-1.4958,0.212274,-0.107873,-0.14879862,-3.015770272,0.002563274,0.009610313,
Rbakdn,1.50588,0.212297,0.15871,-1.84761244,-1.261017173,0.20730266,0.349488207,
Sptbn1,-1.44091,0.212341,-0.0635625,0.300951765,4.337569706,1.44E-05,0.000104985,
Mir6345,-1.47721,0.212344,-0.204966,2.094134794,0.594358013,0.552272685,,
Ndufb8,1.47589,0.212414,0.114902,-0.519027015,-5.964304492,2.46E-09,4.67E-08,
Cyb5a,-1.40735,0.212422,-0.0985161,-0.407070159,-5.108326615,3.25E-07,3.62E-06,
Mesp2,1.43651,0.212488,0.136118,-0.626094901,-0.674923995,0.499724055,0.654187937,
Gnptab,1.501,0.212501,0.130231,0.241795756,2.373083529,0.017640274,0.048871731,
Trp73,1.446,0.212542,0.0852942,1.243180853,1.012514189,0.311292266,0.470234296,
2810468N07Rik,1.44787,0.212544,0.0723433,0.494575803,1.09398811,0.273960193,0.429756311,
Sirt1,1.39573,0.212572,0.0669427,0.246276237,3.223646605,0.001265695,0.005229786,
Cdca3,-1.45916,0.212785,-0.146768,-0.292832004,-1.077690201,0.281172033,0.438045706,
Gm15208,1.40015,0.212793,0.242411,-1.256120514,-0.332832181,0.739260965,,
Pum2,-1.54734,0.212909,-0.0907977,0.013388356,0.243636557,0.807512313,0.882741515,
Zeb2,1.41902,0.212969,0.0801132,-0.344230893,-1.362306618,0.17310114,0.305728093,
Uap1,-1.45548,0.213135,-0.0597656,0.131592184,1.06277669,0.287883233,0.445534241,
Nck1,-1.43338,0.213204,-0.0656665,-0.2819169,-3.427459532,0.000609257,0.002781405,
Tomm40l,-1.39719,0.213232,-0.0690019,-0.225708612,-2.634401636,0.008428572,0.026389159,
Slfn5,-1.41278,0.213234,-0.0965102,-0.318466206,-5.545736758,2.93E-08,4.35E-07,
Ints2,-1.3941,0.213234,-0.051725,0.180184163,1.583401471,0.113329988,0.220481686,
5033428I22Rik,1.398,0.21324,0.0757505,-1.256120514,-0.332832181,0.739260965,,
Sh3pxd2a,1.47043,0.213302,0.103596,0.612059951,3.603814885,0.00031358,0.001555484,
Sh3pxd2a,1.35945,0.228978,0.116655,0.612059951,3.603814885,0.00031358,0.001555484,
Parl,-1.50529,0.21341,-0.0770084,0.101007992,1.214397113,0.224596117,0.370861016,
Brap,-1.47021,0.213415,-0.0982237,0.071425089,1.138992785,0.254706163,0.407140841,
Ifit3,1.41519,0.213455,0.331234,-0.701357167,-2.054094901,0.039966507,0.095592723,
Trappc8,-1.39394,0.213479,-0.101563,0.113254584,1.867311363,0.06185812,0.135710794,
Eif1a,-1.43966,0.213491,-0.110862,-0.259178603,-3.039292221,0.002371347,0.008992465,
Gm12712,-1.65719,0.213491,-0.0804346,0.564287601,0.357810138,0.720485403,,
Pex11g,1.43874,0.213527,0.0704226,-0.08174612,-0.373438687,0.70882197,0.815855575,
Il16,1.40718,0.213577,0.0571875,-0.122573486,-1.689410577,0.091140775,0.185904277,
Clic1,-1.47688,0.213592,-0.079255,-0.557935782,-6.721761516,1.80E-11,5.11E-10,
Bcl11a,1.47086,0.21361,0.108871,-2.319585224,-1.668147101,0.095286529,0.192220018,
Sh3d21,1.40645,0.213621,0.113785,0.003013652,0.008330898,0.993352982,0.99705087,
Ighmbp2,1.40025,0.213678,0.0274714,0.256177101,2.676192945,0.007446376,0.02381523,
Ndufa10,-1.4215,0.213788,-0.072101,-0.3474704,-4.5377123,5.69E-06,4.61E-05,
Spag6,1.47477,0.213832,0.0953142,-1.294041122,-0.582878353,0.559975194,,
Ssu72,1.38998,0.213918,0.132986,-0.45123613,-5.117616153,3.09E-07,3.47E-06,
Ssu72,-0.711552,0.504363,-0.0361824,-0.45123613,-5.117616153,3.09E-07,3.47E-06,
Ubqln2,1.5403,0.213944,0.230034,0.108386827,1.508759136,0.131360347,0.246649503,
Haus2,-1.4628,0.214012,-0.0722136,-0.253681037,-2.397689976,0.016498823,0.046297985,
Hyal2,1.40115,0.214032,0.113692,-0.601737464,-4.549977603,5.37E-06,4.38E-05,
Arl14ep,-1.45074,0.214143,-0.0731045,-0.149249419,-1.76716712,0.077200244,0.162468778,
Gm16344,1.41334,0.214174,0.195079,0.429297025,0.116402599,0.907333476,,
Gm23833,-1.4896,0.214198,-0.363394,0.587988114,0.373394547,0.708854817,,
Pclo,1.42226,0.214224,0.0668401,-0.882963205,-0.335637751,0.737144052,,
1700037C18Rik,1.39398,0.214233,0.0599332,-0.466149882,-2.045371285,0.040818268,0.097235251,
Tmem240,1.42496,0.214296,0.114264,-0.737270779,-2.507178071,0.012169938,0.035905894,
Commd9,1.46304,0.214302,0.0697558,-0.153505902,-0.970715547,0.331689948,0.491435397,
D630008O14Rik,1.39305,0.214326,0.0940567,-0.093142267,-0.12045281,0.90412446,0.944932127,
Gm24610,-1.5132,0.21433,-0.115633,1.276660069,0.460154315,0.64540546,,
Mlycd,1.44765,0.214432,0.0890914,0.107064192,0.954394539,0.339883969,0.500080853,
Mlycd,0.0611516,0.955503,0.00602179,0.107064192,0.954394539,0.339883969,0.500080853,
Gm14539,-1.6513,0.214456,-0.112078,-3.416779931,-1.865463089,0.062116521,,
Cnbd2,1.40347,0.214492,0.0650174,0.203981379,0.950448649,0.341884335,0.502237338,
Cnbd2,1.01231,0.350571,0.0876204,0.203981379,0.950448649,0.341884335,0.502237338,
Gm3534,1.58369,0.214514,0.151418,-2.242387381,-1.366206801,0.171874064,0.304473564,
Gm3222,1.72637,0.214643,0.148189,-0.583585636,-0.526939303,0.598235739,0.734996458,
Dirc2,-1.40126,0.214781,-0.0926253,-0.126860776,-0.951100807,0.341553205,0.502118878,
Gm2666,1.38795,0.214809,0.079657,-1.251697941,-0.331297455,0.740419813,,
Pdhx,-1.38676,0.214842,-0.101976,0.200684417,1.612165045,0.106926029,0.210517237,
B230206L02Rik,1.64461,0.214867,0.166962,-0.29397501,-0.102550335,0.918319862,,
Tecta,1.41585,0.214938,0.0804574,0.369987203,0.268868232,0.788031084,0.870361176,
Kif5c,1.39768,0.214943,0.0962914,0.154976191,1.363355374,0.172770538,0.305449402,
Bcas3,1.4026,0.214973,0.071296,-0.257604557,-2.919063098,0.003510852,0.012553523,
F5,1.60717,0.21505,0.114273,-1.816864619,-0.548575544,0.583296773,,
Arl8a,1.534,0.215091,0.146338,0.216437597,2.521120454,0.01169818,0.0347062,
Amfr,-1.42334,0.21512,-0.0920737,-0.284692572,-4.363211442,1.28E-05,9.51E-05,
Wdr13,-1.45914,0.215284,-0.0521603,0.276469042,3.763236631,0.000167728,0.000902036,
Kdm1b,-1.38902,0.2154,-0.0423864,-0.142418259,-1.840977362,0.065624876,0.142313053,
Glo1,-1.40231,0.215434,-0.0783764,-0.256736089,-2.45689518,0.014014357,0.040468396,
Mrpl9,-1.43402,0.215621,-0.129921,-0.230511431,-2.86080254,0.004225702,0.014706235,
Ripk2,1.42717,0.215692,0.106255,-0.154219694,-1.621791909,0.104847911,0.207401215,
Il1b,1.38417,0.215748,0.137609,-1.831787559,-0.648303513,0.516788662,,
Phtf1,-1.53765,0.215769,-0.0891678,-0.089830037,-1.493096501,0.135411928,0.252595328,
Elfn1,1.39471,0.215787,0.117918,-0.431731468,-0.530424829,0.595817415,0.733157753,
Stk25,1.4005,0.215797,0.0617667,0.390717143,5.223462468,1.76E-07,2.11E-06,
Gm13761,1.42549,0.215822,0.173545,-0.872749064,-0.334078035,0.738320674,,
Grcc10,1.40469,0.215851,0.0597126,-0.208542552,-1.537205122,0.124243087,0.236107875,
Gm3837,-1.38453,0.215884,-0.126421,5.305872775,9.58066773,9.64E-22,1.09E-19,
Cradd,1.44407,0.215926,0.129983,-0.278114343,-1.899289685,0.057526398,0.128008105,
Smek2,-1.60206,0.215951,-0.133646,-0.103254959,-1.837165716,0.066185435,0.143365727,
Ccl22,1.38847,0.216071,0.0629944,-0.870716461,-0.372181346,0.709757834,,
Ptges3l,1.5024,0.216092,0.0606696,0.66804868,2.13333215,0.032897489,0.081821959,
Plch2,1.52421,0.21615,0.0981411,0.027258299,0.023589434,0.9811801,0.989503304,
Hist1h2bk,-1.56017,0.216204,-0.286722,-0.441128168,-0.228730694,0.819078237,,
Smim4,-1.43986,0.216231,-0.0806561,-0.629183146,-2.985477572,0.002831359,0.010469842,
Bbs7,1.42625,0.216243,0.0756214,-0.337037248,-0.70191474,0.482732336,0.638930527,
Lpcat3,-1.40978,0.216254,-0.063225,-0.219907003,-2.599586197,0.009333623,0.028758335,
Zc3hav1l,1.38262,0.216311,0.0516855,0.348257614,2.355418553,0.018501852,0.050811405,
Akr1b7,1.43037,0.216373,0.172213,-1.97896201,-1.378239139,0.168129467,0.299139197,
Nop2,-1.38162,0.216389,-0.0778474,0.012404171,0.160157477,0.872757025,0.924232376,
Gm3448,1.40237,0.216401,0.123879,0.429296836,0.115735649,0.907862052,,
Gm3448,1.0738,0.324864,0.0871837,0.429296836,0.115735649,0.907862052,,
Flot2,1.54152,0.216409,0.0916858,-0.31919281,-4.098460895,4.16E-05,0.000265606,
Hist1h4d,1.39271,0.216487,0.176028,1.03538053,2.759882025,0.005782224,0.019225122,
Tmem161a,-1.38197,0.216498,-0.0368673,0.086382137,0.973611696,0.330249377,0.490053886,
Frmd4b,1.68601,0.216538,0.0831794,-0.10910386,-1.10195767,0.270480075,0.425598124,
Hira,-1.41038,0.216712,-0.0612205,-0.114805248,-0.989603798,0.322367813,0.482181509,
Cyp4f13,-1.38114,0.216719,-0.121684,0.336511978,3.760053596,0.000169877,0.000911742,
Yeats2,1.53912,0.216828,0.0881427,0.310290058,3.664235197,0.000248079,0.001269359,
Gm10704,-1.40515,0.216857,-0.0806028,0.247681802,0.222443274,0.823968827,0.893625314,
Rnf187,-1.41246,0.216862,-0.0712123,-0.418779871,-5.222496988,1.77E-07,2.12E-06,
Igf2os,1.43258,0.216945,0.13171,0.660652345,0.35377384,0.72350838,,
Ube3c,-1.41564,0.217204,-0.101402,0.048843219,0.644096562,0.51951282,0.670975882,
Prrg2,1.37977,0.217236,0.0816158,-0.005160055,-0.015882521,0.987328114,0.993385342,
Adamts13,1.38477,0.217269,0.0789747,-0.381898881,-0.238202288,0.811724203,,
Ptpn2,-1.41513,0.217277,-0.0816723,-0.072637372,-0.928401264,0.353199463,0.513826891,
Spink13,1.51712,0.217312,0.104104,-1.251697941,-0.331297455,0.740419813,,
Cdhr3,1.39585,0.217337,0.110443,0.864877489,0.670260218,0.502691923,0.656391948,
Zfp133-ps,1.40387,0.217385,0.0901873,0.150503269,0.228002638,0.81964419,0.890574398,
Gm10358,1.59584,0.217452,0.131884,-1.27350447,-0.339190485,0.734466236,,
Abcc2,1.41106,0.217473,0.144951,1.41459051,1.362667988,0.172987171,0.305645879,
