GeneSymbol,mArray_stat,mArray_padj,mArray_log2FC_TCvsB6,RNAseq_log2FoldChange,RNAseq_stat,RNAseq_pvalue,RNAseq_padj,stat_annot
St5,1.08506,0.334522,0.0655037,-0.136329253,-0.149001332,0.881552582,0.929524655,
Zfp346,1.05337,0.334578,0.082867,0.318727584,3.814281461,0.00013658,0.000752063,
Dag1,1.17028,0.334699,0.0634813,-0.017180075,-0.17157032,0.863775343,0.918819,
Mxd3,1.06048,0.334702,0.108888,-1.04439129,-2.35536504,0.018504518,0.050811405,
Tsg101,1.04993,0.334792,0.0755603,0.021076723,0.256360659,0.797672363,0.876640549,
Wdr77,-1.05603,0.334986,-0.081435,-0.061683457,-0.568591368,0.569633484,0.711957828,
Fzr1,-1.04842,0.335063,-0.0345004,-0.138006686,-2.155746755,0.031103445,0.078252982,
Zfp9,1.05125,0.335126,0.124777,0.858521645,0.816562482,0.414178503,0.57408309,
Gm10284,1.1814,0.335161,0.123147,-0.539277075,-0.415619817,0.677688223,0.793868536,
Gm10044,1.05123,0.33519,0.0754607,1.001468459,2.189105094,0.028589202,0.073001129,
Ate1,-1.06381,0.335212,-0.0769908,-0.249847651,-3.335489516,0.000851494,0.003736706,
Col18a1,1.06208,0.335212,0.0937627,-0.603438611,-1.059567798,0.28934127,0.447181669,
Gm4673,1.07941,0.335263,0.077524,0.420214455,1.648627196,0.099224034,0.19863866,
Ebpl,-1.08719,0.335267,-0.0611746,-0.60623203,-4.88981855,1.01E-06,9.95E-06,
Gm26810,1.23268,0.335283,0.195292,-0.259381739,-0.412674599,0.679845038,0.795686791,
Rpl21-ps9,1.10527,0.335334,0.0654436,-1.273722343,-0.333896224,0.738457869,,
Gm12258,-1.08323,0.335438,-0.0319002,-1.350114365,-7.017240149,2.26E-12,7.59E-11,
Nap1l2,-1.04816,0.335439,-0.167447,0.429296796,0.115596192,0.907972581,,
Grin1,1.08698,0.335477,0.0539344,1.60607786,0.855889593,0.392058852,,
Muc16,-1.05412,0.335544,-0.329022,-0.75733742,-2.290417547,0.021997123,0.05883158,
Ppp1r12b,1.06199,0.335579,0.0504747,0.645420127,5.249198353,1.53E-07,1.88E-06,
Gm12463,1.04664,0.335614,0.137214,2.05971517,0.579454195,0.562282745,,
Pus3,-1.08398,0.335845,-0.0817885,-0.106033991,-1.06865809,0.285223763,0.442796879,
Pdxk,1.05083,0.335974,0.0493812,-0.349824507,-4.101338831,4.11E-05,0.000262745,
Dynlt1c,1.07786,0.335995,0.0777077,0.268391119,0.573464641,0.566330134,0.708881877,
Gm527,1.05079,0.336038,0.126859,0.590367513,2.933972266,0.003346541,0.012049972,
Tmem41b,-1.08696,0.336091,0.133016,0.084474204,0.616241074,0.537735424,0.687036794,
Nwd2,1.04747,0.336139,0.110034,-0.199037278,-0.338737814,0.734807251,0.834235923,
Gm26850,1.04728,0.336181,0.121609,2.251400625,1.193929549,0.232505528,,
Snora78,1.07572,0.336413,0.203031,0.628245224,1.001066464,0.316794677,0.476374867,
Rfng,1.10285,0.336433,0.196312,0.150468818,1.287943651,0.197765579,0.338249095,
Epn2,-1.04455,0.336478,-0.0658229,-1.551857038,-2.326186186,0.02000862,0.054205915,
Fam46d,1.05731,0.336528,0.104021,-0.885609518,-0.336751453,0.736304273,,
Sh3gl3,-1.17393,0.336591,-0.0752012,-0.137383988,-1.175689608,0.239718933,0.389365814,
Gm17104,1.16361,0.336655,0.162069,0.924467205,0.869686128,0.384471955,0.54598999,
Hs6st1,1.21406,0.336659,0.190439,0.189588741,1.981573066,0.047527044,0.10976484,
Acss1,-1.12097,0.336717,-0.169923,-0.02724147,-0.2764736,0.782184334,0.867593455,
Enpp3,1.04861,0.336724,0.0862704,0.573892784,0.3612665,0.717900234,,
Cacna1e,-1.16821,0.336733,-0.127926,-0.260879422,-0.634480715,0.525767149,0.676308223,
Ube2g2,-1.07995,0.336738,-0.0663425,-0.328374327,-4.371204763,1.24E-05,9.21E-05,
Gm12115,-1.06647,0.336788,-0.0419876,-0.439430895,-0.227829088,0.819779112,,
Cdh15,1.0947,0.336834,0.0729581,-0.972266475,-1.54538386,0.122253442,0.233302274,
Tdrd12,1.05206,0.336848,0.0840452,-2.578742252,-1.071300085,0.284034522,,
Miat,1.19293,0.337044,0.115144,0.062300788,0.064597463,0.948494505,0.971455742,
Heatr9,-1.08225,0.337102,-0.135213,-0.948611206,-1.732532922,0.083178721,0.172871674,
Dusp18,-1.10182,0.337156,-0.125018,0.228131389,0.650772815,0.515193152,0.667021458,
Rpl38,1.05847,0.337187,0.0367867,-0.449454489,-3.974133708,7.06E-05,0.000422593,
Gm11518,-1.07298,0.33721,-0.0515603,2.533920704,0.679032681,0.497117155,,
Tgm7,1.04586,0.337335,0.0878031,-3.237224825,-1.502697451,0.13291708,,
1110032A03Rik,-1.04295,0.337416,-0.0513062,-0.077255435,-0.521333171,0.602134697,0.738361117,
1110032A03Rik,0.190259,0.859479,0.0197076,-0.077255435,-0.521333171,0.602134697,0.738361117,
Tppp3,1.05129,0.337439,0.0691163,0.909630208,1.925325004,0.054188711,0.121893951,
Rps17,1.0423,0.337442,0.0534049,-0.456622513,-4.873512356,1.10E-06,1.07E-05,
Ndnf,1.07637,0.33746,0.123581,0.186439332,0.789140737,0.430029755,0.588972306,
Itfg2,1.06285,0.337486,0.0680621,0.147499063,1.312569824,0.189327943,0.327052766,
Hbs1l,-1.10728,0.337511,-0.116112,0.448688049,6.691245467,2.21E-11,6.22E-10,
Trnt1,-1.04224,0.337568,-0.081711,-0.094656939,-1.264323322,0.206114002,0.348069398,
Slc39a10,-1.07099,0.337643,-0.0271809,0.110084275,1.314115577,0.188807313,0.326436989,
Mtbp,-1.04982,0.337726,-0.0684726,0.38351414,3.094120595,0.001973972,0.007670237,
C230066G23Rik,-1.05318,0.337788,-0.072802,1.780495009,1.370039104,0.170674695,0.302886213,
Ndufa8,-1.09062,0.337836,-0.1093,-0.606043457,-5.84859877,4.96E-09,8.81E-08,
Slx1b,1.04947,0.337842,0.0642554,-0.409700386,-3.158548329,0.00158557,0.006340686,
Erdr1,-1.15672,0.337912,-0.0895901,0.562714998,2.266425764,0.023425328,0.062149785,
Pydc3,1.10558,0.337927,0.210111,0.319926532,2.526838621,0.011509438,0.034229227,
Sertad3,1.05004,0.338027,0.0708735,-0.313550791,-2.573661597,0.010062864,0.030649061,
Gm12089,-1.03986,0.338484,0.0769374,0.429297455,0.117960775,0.906098738,,
3010003L21Rik,1.11814,0.338488,0.162652,0.050537768,0.074900812,0.94029363,0.966853537,
Zmiz1,1.10856,0.338521,0.0901263,0.35416535,3.500822619,0.000463824,0.002193377,
Gm13369,-1.05094,0.338567,-0.105378,-1.273722343,-0.333896224,0.738457869,,
Bag6,1.0704,0.338614,0.105499,0.08332188,1.741925016,0.081521566,0.170011153,
Wdr19,1.06483,0.338634,0.0625967,0.099767114,0.525626048,0.599148055,0.735662801,
Rgma,1.21135,0.338667,0.172354,-2.245593718,-0.740460002,0.459020922,,
Gm14403,1.15327,0.33867,0.0655165,0.336728709,0.749645806,0.453468055,0.611564858,
Adcy3,-1.09364,0.338712,-0.0509051,0.010867309,0.122504993,0.902499092,0.943667382,
Gm7628,1.1533,0.338788,0.180231,-1.171871448,-0.664897628,0.506115973,,
Spata5,-1.05893,0.3389,-0.0635465,-0.165556013,-1.61799409,0.105663871,0.208600256,
Lsm2,1.05203,0.338945,0.0418978,-0.289999006,-2.471816035,0.013442867,0.03905207,
P2rx2,1.0443,0.338975,0.0839813,-1.245725651,-0.327705353,0.743134456,,
Tmem126a,1.13479,0.338981,0.0511926,-0.19712477,-2.067209185,0.038714447,0.093131077,
Tlcd1,1.03871,0.338984,0.0699758,0.163182672,0.740858561,0.458779203,0.616355001,
Gm10729,-1.05338,0.339044,-0.0603286,2.27328564,0.980977543,0.326603816,,
Srsf4,-1.04878,0.33907,-0.0627664,0.193859778,3.332780295,0.000859828,0.003769123,
Klhl2,-1.03926,0.339105,-0.0480593,-0.045745476,-0.506251663,0.612679992,0.745736715,
Mir1938,1.07635,0.339112,0.400134,3.517750392,2.141951182,0.032197411,0.080521726,
Gm12420,-1.0562,0.339188,-0.140381,0.429296672,0.115167215,0.908312584,,
Wnt3,1.0405,0.339219,0.104984,-0.401383266,-2.561157502,0.010432405,0.031563084,
Mgat5,-1.05412,0.339362,-0.0929996,-0.049027074,-0.442389424,0.658207431,0.780759362,
Mgat5,-0.392071,0.708759,-0.0633232,-0.049027074,-0.442389424,0.658207431,0.780759362,
Mkrn1,-1.04616,0.33938,-0.0453532,-0.394970656,-7.339370484,2.15E-13,8.51E-12,
Irf5,1.03777,0.339385,0.0551948,-0.113145202,-0.880433338,0.378624603,0.540150829,
Pafah2,1.03766,0.339466,0.0486368,0.336166529,1.357024891,0.174773302,0.308099921,
Ydjc,1.07293,0.339481,0.0487513,-0.288351695,-1.550870089,0.12093282,0.231392747,
Limk2,-1.03742,0.339528,-0.0588106,0.307047565,4.415987659,1.01E-05,7.66E-05,
1810055G02Rik,1.17175,0.339534,0.0977792,-0.057428502,-0.380324876,0.703704272,0.811907023,
Zmynd12,1.07665,0.339589,0.0638735,-0.418252955,-0.357335665,0.720840533,0.825210939,
Psmd7,-1.04183,0.339617,-0.056427,-0.169555729,-2.570096904,0.010167007,0.030901175,
Mef2d,1.04309,0.339619,0.117884,0.443979004,5.57775764,2.44E-08,3.69E-07,
Szt2,1.0412,0.339681,0.04619,0.350007205,4.283953179,1.84E-05,0.000129179,
Zfp319,1.12414,0.339799,0.0658315,0.148257634,2.015057643,0.04389861,0.102984675,
Zfp319,1.04343,0.355587,0.1286,0.148257634,2.015057643,0.04389861,0.102984675,
Srms,1.03665,0.339859,0.0863786,-0.170495746,-0.212348752,0.831834964,0.898847344,
D330041H03Rik,-1.06221,0.339907,-0.0628469,0.618049307,4.57513043,4.76E-06,3.94E-05,
Cebpb,1.03698,0.339999,0.0492806,0.618414536,3.153095321,0.00161549,0.006442522,
Slc25a26,-1.10854,0.340076,-0.0840593,0.065388851,0.309862667,0.756665394,0.849612921,
Cep192,-1.03968,0.340088,-0.0648757,0.111221666,1.233948617,0.217222052,0.362078027,
Dhrs11,1.1036,0.340139,0.157941,0.167383456,1.371726544,0.170148582,0.30205598,
Gm5530,-1.1166,0.340179,-0.0840631,-1.313491305,-0.536688208,0.591483003,,
Dguok,1.06113,0.340254,0.0422283,0.049264502,0.523489945,0.600633347,0.737031416,
Ilkap,-1.03569,0.340332,-0.0555048,0.289527194,4.609289408,4.04E-06,3.42E-05,
Dnah1,1.04297,0.340456,0.0733271,-0.042576117,-0.01921378,0.984670564,,
Wnt10b,1.07895,0.340479,0.0805609,0.984249165,1.759861369,0.078431315,0.164733477,
Scrn2,1.03904,0.340598,0.0651194,0.050697255,0.302867341,0.761990961,0.853644521,
Atl2,-1.03492,0.340607,-0.0703204,0.023028473,0.250731034,0.802022065,0.879525347,
Nlgn3,1.04585,0.340713,0.0850809,1.736611434,1.516167748,0.129476941,0.243840319,
Gm6223,-1.12723,0.340715,-0.0735762,-1.166720611,-0.809909498,0.417992192,0.577607696,
Gm12502,1.19454,0.340802,0.197566,0.03556707,0.016174247,0.987095381,,
Btbd6,1.03732,0.341008,0.0344703,-0.151326942,-1.656713241,0.097577465,0.196031972,
Gm26888,1.03599,0.341095,0.14655,1.367008474,0.498477059,0.618147835,,
Mfsd9,1.21444,0.341164,0.0847976,-0.089081922,-0.2986736,0.765189102,0.855561071,
AB124611,-1.06611,0.341173,-0.0802645,-0.323342833,-3.671090495,0.000241518,0.001240176,
D030056L22Rik,-1.0473,0.341392,-0.117249,-0.490876046,-3.799348612,0.000145077,0.000794179,
Rxra,1.15402,0.341458,0.0710855,0.02908102,0.258683789,0.795879228,0.875637787,
Cyb5r1,-1.08322,0.341669,-0.102044,0.382498297,4.03136754,5.55E-05,0.000341189,
Magee2,1.1749,0.341713,0.234127,-0.559760499,-1.39448434,0.163171395,0.291753462,
Gm8494,-1.04124,0.341753,-0.0652395,-1.890351533,-0.928145607,0.353332045,,
Sfmbt2,-1.03404,0.341789,-0.0923191,0.011954002,0.045840055,0.963437733,0.980134774,
Csl,1.05244,0.341789,0.11918,1.306740699,0.405032838,0.685453373,,
Rab35,-1.04485,0.341856,-0.0861541,-0.18244516,-2.101749183,0.035575253,0.087079723,
4930417H01Rik,1.03594,0.341951,0.05818,1.244839017,0.578576314,0.562875091,,
Nat9,1.06074,0.341978,0.0603031,0.082131656,0.598947884,0.549207638,0.695981957,
Prkch,-1.05069,0.342095,-0.0582424,-0.314656871,-5.69469952,1.24E-08,2.02E-07,
2700060E02Rik,-1.04256,0.342096,-0.0700214,-0.40230159,-4.541739094,5.58E-06,4.54E-05,
Ap1b1,1.06839,0.342151,0.0997587,0.073754722,1.241262245,0.214508887,0.358672207,
Gm11998,-1.17397,0.342327,-0.18733,-1.281185978,-1.54521777,0.122293597,0.233322925,
Elovl5,-1.03281,0.34234,-0.0545368,-0.109712712,-1.523202841,0.127707966,0.241296692,
G730003C15Rik,1.04342,0.342372,0.116382,-1.299204055,-1.339814338,0.180305713,0.315927226,
Gm10094,1.04537,0.34238,0.0741407,-0.610801816,-1.333820095,0.182262824,0.31854944,
Gm10094,-0.425331,0.687679,-0.0375856,-0.610801816,-1.333820095,0.182262824,0.31854944,
Dennd2a,1.14553,0.342408,0.0873937,2.610834163,0.700615333,0.483543107,,
Eml1,1.07432,0.342506,0.0516994,-0.875879344,-1.308949421,0.190551484,0.328666704,
Zfp90,1.04573,0.342516,0.046438,0.579672407,4.251225006,2.13E-05,0.000147048,
Zfp90,-0.556499,0.608955,-0.0460616,0.579672407,4.251225006,2.13E-05,0.000147048,
Vps41,1.03348,0.342521,0.0692546,-0.056819739,-0.789074885,0.43006824,0.588974307,
Gpatch3,1.03878,0.342521,0.0422807,0.119348143,0.904821763,0.36555982,0.52722324,
Gm12033,1.13443,0.342529,0.13082,0.104385381,0.052382926,0.958223579,,
Lpxn,-1.03039,0.3426,-0.0732486,-0.35332722,-6.272202953,3.56E-10,8.12E-09,
Haghl,1.03064,0.342629,0.0343156,-0.099322203,-1.066360218,0.286260838,0.443887066,
Natd1,1.032,0.34264,0.0927025,-0.484589461,-5.210422166,1.88E-07,2.24E-06,
C330006A16Rik,1.03019,0.34266,0.0420063,-0.336312963,-2.958459458,0.003091809,0.011288616,
Mlec,-1.06305,0.342696,-0.10966,-0.291319643,-3.082430556,0.002053176,0.007946941,
Ormdl3,1.06378,0.342802,0.137398,-0.357030227,-4.721234936,2.34E-06,2.11E-05,
Gm8615,-1.0906,0.34283,-0.175812,1.618548874,1.005244029,0.314779359,,
Top3b,1.0335,0.34284,0.0702115,0.42449906,6.137842888,8.36E-10,1.75E-08,
Ctif,1.10858,0.342967,0.0930435,0.024375213,0.125503476,0.900124973,0.941865952,
Tmed4,-1.04056,0.343015,-0.0734535,-0.210290167,-2.757645846,0.005821924,0.019339144,
Gm15349,1.06529,0.343178,0.0634918,0.345701893,0.327482183,0.743303216,0.840104267,
Defb6,1.05935,0.343232,0.120942,0.646131415,0.28045668,0.779127157,,
Gclc,-1.02888,0.343249,-0.0581665,0.205454587,2.855925375,0.00429116,0.014908008,
F13a1,1.04413,0.343291,0.107258,-0.75552696,-2.99044036,0.002785755,0.010327615,
Hmbox1,1.03107,0.343379,0.0536814,0.627234499,7.864328564,3.71E-15,1.99E-13,
Tesk1,1.10995,0.343408,0.105304,-0.000126898,-0.001521007,0.998786412,0.999253203,
Gm26970,1.11265,0.343419,0.115961,-1.283091377,-0.577364524,0.563693234,,
Slirp,-1.06445,0.34344,-0.0960449,-0.475479626,-3.775748022,0.000159528,0.000863776,
Stat6,1.08381,0.343562,0.0805037,0.102705809,1.854007973,0.063738019,0.138953599,
Sec62,-1.02839,0.343575,-0.0749032,-0.169751269,-2.835621184,0.004573666,0.015711051,
Zfp282,1.09316,0.343605,0.0974429,-0.057518475,-0.594387054,0.552253265,0.697957447,
Anapc2,1.04462,0.343662,0.0595803,0.067558665,1.23577633,0.216541716,0.361276847,
Gm12537,1.12447,0.343682,0.115804,-2.615199789,-1.541207049,0.123266402,,
Axdnd1,1.07051,0.343704,0.0520105,-0.316400816,-0.329395147,0.741857035,0.839200306,
Gm15782,1.05102,0.343719,0.0627879,-1.242568435,-0.32560611,0.744722389,,
Polr2c,-1.02777,0.34374,-0.0882239,-0.239827057,-2.744120665,0.006067323,0.019987363,
Celf2,1.03058,0.343762,0.0379006,0.142227429,2.023130119,0.043059734,0.101390505,
Cxcr4,1.04667,0.343862,0.111802,-0.050831917,-0.357693072,0.720573018,0.825142209,
Parvb,1.07184,0.343871,0.0645915,-3.710779245,-2.158849326,0.030861858,,
Cend1,1.10178,0.343879,0.112967,0.508882681,1.446452086,0.148050442,0.270462382,
Heatr6,1.0702,0.343896,0.0785001,0.350911095,5.270406518,1.36E-07,1.70E-06,
Trbv15,-1.04806,0.343921,0.0966215,-0.418768058,-2.515140514,0.011898495,0.035228226,
Zhx2,1.04594,0.343921,-0.184544,0.041339385,0.671037239,0.502196807,0.656176329,
Gm12389,-1.02725,0.343923,-0.0928791,-0.309535932,-0.09507177,0.924257821,,
Malsu1,-1.02744,0.344037,-0.0962564,-0.058854508,-0.472426563,0.636622348,0.764562004,
Gm13707,-1.03066,0.344048,-0.0943561,0.584672768,2.176517009,0.029516623,0.074966077,
Tex264,1.19884,0.344081,0.0680599,-0.149232838,-1.177717044,0.23890943,0.3883682,
Rab39,1.05552,0.344084,0.101495,-0.768764049,-0.703863803,0.481517595,0.637694131,
Rnf10,-1.05373,0.344103,-0.0378471,-0.120025477,-2.379547099,0.017333928,0.048175195,
Arap1,1.0817,0.344106,0.0360826,0.128591279,2.244238282,0.024817074,0.065039541,
Il17d,1.17987,0.344136,0.144392,-2.853185346,-1.242284819,0.214131494,,
Rrnad1,1.03444,0.344216,0.0458165,0.548004182,6.760440959,1.38E-11,4.01E-10,
Rest,-1.05221,0.344275,-0.0656197,0.003363366,0.039013675,0.968879486,0.982842422,
Hist1h2bm,-1.11819,0.344532,-0.157103,-2.581994638,-1.073147897,0.283204764,,
Rps15a-ps4,-1.09286,0.34457,-0.179437,-0.30195707,-0.214109982,0.830461292,0.897850906,
Gm10480,-1.03891,0.344606,-0.0728282,-0.537413243,-0.841699924,0.399955941,0.560561676,
Ubac2,-1.03322,0.344632,-0.0897213,-0.313336819,-4.081043607,4.48E-05,0.000283999,
Psmc5,-1.07869,0.344708,-0.0756819,-0.364036841,-4.723966722,2.31E-06,2.08E-05,
Dsel,1.04794,0.344718,0.125589,0.266979105,2.164568707,0.03042073,0.076882932,
Lrrc58,1.09589,0.344751,0.0500115,0.196424634,1.78945276,0.073541929,0.156237314,
Nfatc1,1.08334,0.344814,0.0985661,0.183079288,2.956259568,0.003113949,0.011353817,
Gm15787,-1.0252,0.344833,-0.0525753,-0.582129485,-0.763148141,0.445375052,0.603391784,
A730017L22Rik,1.06485,0.344849,0.130853,0.356486716,3.268849193,0.001079858,0.004579682,
Lrwd1,-1.02542,0.344933,-0.046318,0.052251157,0.628215462,0.529862803,0.679379178,
Gm13080,-1.03786,0.344983,-0.0874398,-0.867685696,-0.331944464,0.739931195,,
Sptssa,1.02483,0.344991,0.0708125,-0.409825653,-4.390041425,1.13E-05,8.52E-05,
Gm23138,1.16877,0.345014,0.208447,-1.251698034,-0.331334749,0.740391646,,
Txk,-1.09295,0.345201,-0.146158,0.140008879,0.926529103,0.35417108,0.514628566,
Bag2,1.08944,0.34525,0.138126,-0.064881463,-0.195856699,0.84472233,0.907962353,
Gm22058,1.21529,0.34529,0.084591,2.026866682,0.537149833,0.591164121,,
Mettl25,1.11454,0.345566,0.0970667,0.286182071,1.758545319,0.078654768,0.165158401,
Mitf,1.10117,0.345607,0.0444097,0.240201054,0.82438937,0.409718353,0.56978753,
Slc38a7,1.09744,0.345725,0.11953,0.1470596,1.428086034,0.153267097,0.277672297,
Cd33,1.15209,0.345737,0.119169,1.367008474,0.498477059,0.618147835,,
Nostrin,1.0678,0.345772,0.0731683,-1.376209118,-1.382059772,0.166953349,0.297412528,
Znhit6,-1.07435,0.345775,-0.0626221,0.056921237,0.532571366,0.594330328,0.73183736,
Dhx30,1.04199,0.345809,0.0198334,0.177976006,2.30180903,0.021345944,0.057301937,
Slc22a5,-1.03264,0.345921,-0.0515623,0.269040723,2.677086552,0.007426545,0.023766138,
H2afv,-1.03392,0.345989,-0.108541,-0.752190322,-8.753193732,2.07E-18,1.66E-16,
Pld1,1.02857,0.345992,0.0797074,0.115549532,0.308580795,0.757640432,0.850327641,
Sgsm2,1.08329,0.346072,0.028335,0.126493589,1.377618675,0.168321052,0.299413093,
Morf4l1,-1.07035,0.346185,-0.101917,-0.18993621,-3.238190671,0.001202904,0.005006749,
Asb15,1.11378,0.346205,0.087484,2.657452516,0.86870099,0.3850107,,
l7Rn6,-1.02956,0.346319,-0.103605,-0.128534315,-1.036297009,0.300063601,0.458232866,
Grhl2,1.02173,0.346354,0.069096,2.701680008,0.892255541,0.372255978,,
Nkain1,1.09408,0.346627,0.100976,0.05515983,0.027391644,0.978147363,,
Daxx,1.03049,0.346709,0.0681968,-0.045309786,-0.533898324,0.593411882,0.731102557,
Atr,-1.07444,0.346737,-0.125587,0.213501491,2.516751173,0.011844244,0.035090433,
Snora73b,1.022,0.346755,0.365423,-0.090005155,-0.184274944,0.853797769,0.913487827,
Snora73b,0.984259,0.364941,0.37179,-0.090005155,-0.184274944,0.853797769,0.913487827,
Kazald1,1.03924,0.346988,0.171633,-0.39322063,-0.63116555,0.527932285,0.67783267,
Tsga10,1.02254,0.347008,0.0823676,0.039436735,0.108781114,0.913376104,0.951004721,
Gm15910,1.0246,0.347061,0.11543,-0.561078731,-0.633631716,0.526321197,0.67672532,
Terf2ip,1.10299,0.34718,0.109996,-0.271678833,-3.475321914,0.000510241,0.002382421,
Nelfb,-1.03272,0.347219,-0.0624548,-0.050044507,-0.729683793,0.46558349,0.623390469,
Scand1,1.02672,0.347254,0.0498782,-0.414438552,-4.08912528,4.33E-05,0.000275418,
Zfp592,-1.05637,0.347279,-0.0961697,0.100461662,1.526846738,0.126799126,0.239904912,
Kcmf1,-1.03522,0.347363,-0.0519863,-0.161514644,-2.221658616,0.026306385,0.068278998,
Igsf21,1.03155,0.347373,0.0898804,0.429297455,0.117960775,0.906098738,,
Itpripl1,1.07073,0.347447,0.1018,-0.344214568,-3.964867772,7.34E-05,0.000436232,
Racgap1,-1.18014,0.347523,-0.121447,-0.097666549,-0.899084253,0.368607785,0.530325825,
Klhl18,1.02121,0.347582,0.0367858,0.110767545,1.348269983,0.177571563,0.311926725,
Gm4943,1.02516,0.347594,0.115919,-1.831787559,-0.648303513,0.516788662,,
Trav6-3,-1.06264,0.347606,-0.0812714,0.237264446,0.488177,0.625424474,0.755333475,
Trav6-3,0.452291,0.678078,0.0587612,0.237264446,0.488177,0.625424474,0.755333475,
Ascl1,1.04263,0.347661,0.0797904,2.205704496,1.174322194,0.240265997,,
Gm10499,1.02087,0.347707,0.0721204,1.276660069,0.460154315,0.64540546,,
Glipr2,-1.09164,0.34776,-0.155906,-0.679989407,-6.307383062,2.84E-10,6.64E-09,
Gm10045,1.02172,0.347797,0.0218565,0.59640326,0.197549812,0.843397305,,
Gm20457,1.08384,0.347871,0.0695479,-0.852763087,-2.265183725,0.023501407,0.062310065,
Gm13563,1.1472,0.347928,0.0810568,0.820844959,2.683500696,0.007285582,0.023376169,
Ttll13,1.0307,0.347968,0.0440458,0.420067005,0.381512957,0.702822658,0.811298371,
Bad,1.01838,0.347985,0.0382725,-0.425963703,-3.078679543,0.002079202,0.008028752,
Idi2,-1.08449,0.348021,-0.0844223,-0.882201452,-0.373598939,0.708702723,,
Idi2,-0.636845,0.569496,-0.0615752,-0.882201452,-0.373598939,0.708702723,,
Nom1,-1.04927,0.34804,-0.106173,0.028670269,0.353773889,0.723508343,0.826658818,
Anks1b,1.01929,0.348191,0.0687062,1.134468844,0.52120773,0.60222207,,
Zfp280c,1.03111,0.34826,0.102924,0.512529836,6.064456045,1.32E-09,2.68E-08,
Gm13248,1.01897,0.348289,0.0571122,0.446169387,0.755192329,0.45013359,0.607969601,
Gm11127,-1.02319,0.3483,-0.0792501,2.657452516,0.86870099,0.3850107,,
Gm10617,1.10641,0.348491,0.206522,0.928720859,2.057618609,0.039626759,0.09495142,
Zmym2,1.05154,0.348497,0.0920541,0.274099365,4.258246934,2.06E-05,0.00014294,
Ebf1,1.01684,0.348497,0.0837648,-2.610882407,-1.565149049,0.117547965,0.226304372,
Tbc1d22a,1.05402,0.348566,0.0565185,-0.134197592,-1.460184236,0.144239447,0.264746869,
Ccz1,-1.03751,0.348569,-0.0765698,0.063391952,0.815584687,0.414737711,0.574407757,
Gm11560,-1.01792,0.348616,-0.0538534,0.864877489,0.670260218,0.502691923,0.656391948,
Uqcr11,1.02003,0.34865,0.0687898,-0.243608391,-2.253584494,0.02422232,0.063753915,
Trib1,1.02977,0.348683,0.0790638,0.748943035,4.645890403,3.39E-06,2.91E-05,
Zbtb25,-1.02816,0.348719,-0.0224194,0.215064992,2.117730563,0.034197893,0.084422731,
Cass4,-1.02715,0.348784,-0.066257,-0.405872233,-3.816664962,0.000135268,0.00074613,
Slc7a1,1.04584,0.348797,0.0695184,-0.033854687,-0.298684156,0.765181047,0.855561071,
Minpp1,-1.01881,0.348807,-0.0513454,-0.329233512,-4.001363126,6.30E-05,0.000381953,
Tmem184c,-1.01587,0.348891,-0.071093,0.34285742,4.107127449,4.01E-05,0.000257491,
Exoc3,-1.01908,0.348923,-0.0612808,-0.008495476,-0.147818038,0.882486374,0.930139352,
Btbd11,1.03643,0.34907,0.0685561,0.269699373,3.197458229,0.001386445,0.005642253,
Mgat4b,1.09,0.349129,0.0547825,-0.007719801,-0.053337254,0.957463198,0.976366958,
Gm12735,1.01514,0.349243,0.0895572,1.065013973,1.425957983,0.153880471,0.278564297,
Srgap1,1.06928,0.349277,0.0962428,0.907242977,1.574387599,0.115397869,0.223408702,
Taf3,1.01519,0.349284,0.0575824,0.068146293,0.693970972,0.487700413,0.643506839,
Paip2,1.03403,0.349331,0.0717859,-0.27964059,-3.851260917,0.000117511,0.000658924,
Hnrnpa1,-1.01765,0.349362,-0.0607244,-0.004030508,-0.061961722,0.950593315,0.9725409,
Gm20712,1.03385,0.349498,0.273872,0.156036349,0.571831103,0.567436404,0.71004313,
Pnpla7,-1.05201,0.349582,-0.0471598,0.140206405,2.186215205,0.028799864,0.073515443,
Golt1b,-1.0175,0.349597,-0.0570525,-0.170094356,-1.81487732,0.069542765,0.149316548,
Tdgf1,1.02215,0.349614,0.076782,0.608524692,1.245004143,0.213130227,0.356892175,
Psmb1,-1.01401,0.349752,-0.0786398,-0.418508323,-5.192627802,2.07E-07,2.44E-06,
Col20a1,1.17035,0.349917,0.0472558,0.864611008,4.199632252,2.67E-05,0.000180215,
Gm6264,1.0416,0.34992,0.0345745,0.561340459,0.213269043,0.831117118,,
Gm14327,-1.08198,0.349999,-0.0735523,0.623804611,0.23843291,0.811545345,,
Atp6v0a1,-1.1494,0.350263,-0.17965,0.344576248,1.710152928,0.087237598,0.1794847,
Clip1,-1.01275,0.350266,-0.0731838,-0.037161635,-0.410013215,0.681796254,0.797032246,
Khdc3,-1.04277,0.350298,-0.0511007,-0.008414505,-0.022642692,0.98193529,0.989775235,
Klf7,1.01986,0.350304,0.11026,0.691087849,6.482912743,9.00E-11,2.31E-09,
Ggps1,-1.05474,0.350311,-0.0657003,-0.087535286,-1.184024836,0.236403232,0.385357374,
Eif4g3,1.0234,0.350343,0.0413057,0.347672602,4.872943096,1.10E-06,1.08E-05,
